"CASEID_NEW","PPAGECAT","PPAGE","PPEDUCAT","PPEDUC","PPETHM","PPGENDER","PPHOUSEHOLDSIZE","PPINCIMP","PPMARIT","PPREG4","PPRENT","CHILDREN_IN_HH","PPWORK","PPNET","PPPARTYID3","PAPRELIGION","Q4","Q6B","Q7B","Q9","Q10","Q17A","Q21B","Q21D","Q23","Q27","Q31_1","Q31_2","Q31_3","Q31_4","Q31_5","Q31_6","Q31_7","Q31_8","Q31_9","Q32","Q34","HOW_LONG_RELATIONSHIP"
1144612,"(05) 55-64",61,"(4) bachelor's degree or higher","(14) professional or doctorate degree","(1) white, non-hispanic","(2) female",1,"(08) $25,000 to $29,999","(2) widowed","(3) south","(1) owned or being bought by you or someone in your household",0,"(5) not working - retired","(0) no","(1) republican","(03) Catholic","(1) male","(1) white","(03) catholic",72,"(12) bachelor's degree","(2) twice",42,54,"(3) partner earned more","(1) yes","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(1) yes","(0) no","(0) no","(2) no, we did not meet through the internet","(1) excellent",19
1147471,"(04) 45-54",47,"(1) less than high school","(07) 11th grade","(1) white, non-hispanic","(2) female",2,"(14) $75,000 to $84,999","(1) married","(1) northeast","(1) owned or being bought by you or someone in your household",0,"(7) not working - other","(0) no","(1) republican","(03) Catholic","(1) male","(1) white","(03) catholic",49,"(09) hs graduate or ged","(1) once (this is my first marriage)",16,17,"(3) partner earned more","(1) yes","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(1) yes","(0) no","(0) no","(2) no, we did not meet through the internet","(1) excellent",31
1148571,"(05) 55-64",57,"(3) some college","(10) some college, no degree","(1) white, non-hispanic","(1) male",4,"(14) $75,000 to $84,999","(1) married","(1) northeast","(1) owned or being bought by you or someone in your household",2,"(1) working - as a paid employee","(1) yes","(3) democrat","(03) Catholic","(2) female","(1) white","(03) catholic",50,"(12) bachelor's degree","(1) once (this is my first marriage)",45,47,"(1) i earned more","(2) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(1) yes","(2) no, we did not meet through the internet","(3) fair",12
1149591,"(05) 55-64",59,"(4) bachelor's degree or higher","(13) masters degree","(1) white, non-hispanic","(2) female",2,"(15) $85,000 to $99,999","(1) married","(3) south","(1) owned or being bought by you or someone in your household",0,"(1) working - as a paid employee","(1) yes","(3) democrat","(02) Protestant (e.g., Methodist, Lutheran, Presbyterian, Episcopal)","(1) male","(1) white","(02) protestant (e.g. methodist, lutheran, presbyterian, episcopal)",60,"(10) some college, no degree","(1) once (this is my first marriage)",15,20,"(2) we earned about the same amount","(2) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(1) yes","(2) no, we did not meet through the internet","(3) fair",44
1153741,"(06) 65-74",74,"(1) less than high school","(07) 11th grade","(1) white, non-hispanic","(2) female",2,"(06) $15,000 to $19,999","(1) married","(2) midwest","(1) owned or being bought by you or someone in your household",0,"(5) not working - retired","(1) yes","(1) republican","(01) Baptist- any denomination","(1) male","(1) white","(01) baptist - any denomination",76,"(09) hs graduate or ged","(1) once (this is my first marriage)",19,21,"(2) we earned about the same amount","(2) no","(0) no","(0) no","(1) yes","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(2) no, we did not meet through the internet","(1) excellent",55
1154421,"(03) 35-44",42,"(2) high school","(09) high school graduate - high school diploma or the equivalent (ged)","(1) white, non-hispanic","(2) female",5,"(18) $150,000 to $174,999","(1) married","(4) west","(1) owned or being bought by you or someone in your household",0,"(1) working - as a paid employee","(1) yes","(3) democrat","(13) None","(1) male","(1) white","(13) none",41,"(07) 11th grade","(3) three times",26,32,"(1) i earned more","(1) yes","(0) no","(0) no","(0) no","(0) no","(0) no","(1) yes","(0) no","(0) no","(0) no","(2) no, we did not meet through the internet","(1) excellent",16
1157671,"(06) 65-74",67,"(3) some college","(11) associate degree","(1) white, non-hispanic","(2) female",2,"(15) $85,000 to $99,999","(1) married","(1) northeast","(1) owned or being bought by you or someone in your household",0,"(5) not working - retired","(0) no","(1) republican","(02) Protestant (e.g., Methodist, Lutheran, Presbyterian, Episcopal)","(1) male","(1) white","(02) protestant (e.g. methodist, lutheran, presbyterian, episcopal)",64,"(11) associate degree","(1) once (this is my first marriage)",25,26,"(3) partner earned more","(2) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(1) yes","(2) no, we did not meet through the internet","(1) excellent",42
1160731,"(06) 65-74",73,"(1) less than high school","(07) 11th grade","(1) white, non-hispanic","(1) male",2,"(08) $25,000 to $29,999","(1) married","(2) midwest","(1) owned or being bought by you or someone in your household",0,"(5) not working - retired","(1) yes","(1) republican","(01) Baptist- any denomination","(2) female","(1) white","(01) baptist - any denomination",77,"(09) hs graduate or ged","(1) once (this is my first marriage)",18,18,"(1) i earned more","(2) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(1) yes","(2) no, we did not meet through the internet","(1) excellent",55
1163761,"(07) 75+",76,"(3) some college","(10) some college, no degree","(1) white, non-hispanic","(1) male",2,"(10) $35,000 to $39,999","(1) married","(4) west","(1) owned or being bought by you or someone in your household",0,"(1) working - as a paid employee","(0) no","(1) republican","(02) Protestant (e.g., Methodist, Lutheran, Presbyterian, Episcopal)","(2) female","(1) white","(11) other christian",76,"(09) hs graduate or ged","(1) once (this is my first marriage)",17,19,"(1) i earned more","(1) yes","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(1) yes","(2) no, we did not meet through the internet","(2) good",59
1166341,"(02) 25-34",34,"(4) bachelor's degree or higher","(13) masters degree","(1) white, non-hispanic","(1) male",2,"(16) $100,000 to $124,999","(1) married","(1) northeast","(1) owned or being bought by you or someone in your household",0,"(1) working - as a paid employee","(1) yes","(3) democrat","(02) Protestant (e.g., Methodist, Lutheran, Presbyterian, Episcopal)","(2) female","(1) white","(03) catholic",31,"(13) master's degree","(1) once (this is my first marriage)",21,25,"(1) i earned more","(2) no","(1) yes","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(2) no, we did not meet through the internet","(1) excellent",13
1170601,"(05) 55-64",60,"(3) some college","(11) associate degree","(1) white, non-hispanic","(2) female",2,"(08) $25,000 to $29,999","(1) married","(1) northeast","(2) rented for cash",0,"(6) not working - disabled","(0) no","(3) democrat","(13) None","(1) male","(1) white","(11) other christian",63,"(10) some college, no degree","(2) twice",47,57,"(3) partner earned more","(2) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(1) yes","(2) no, we did not meet through the internet","(3) fair",13
1171561,"(05) 55-64",56,"(1) less than high school","(07) 11th grade","(1) white, non-hispanic","(1) male",2,"(12) $50,000 to $59,999","(1) married","(1) northeast","(2) rented for cash",0,"(3) not working - on temporary layoff from a job","(1) yes","(1) republican","(02) Protestant (e.g., Methodist, Lutheran, Presbyterian, Episcopal)","(2) female","(1) white","(03) catholic",61,"(11) associate degree","(4) four or more times",36,36,"(2) we earned about the same amount","(2) no","(1) yes","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(2) no, we did not meet through the internet","(1) excellent",20
1173661,"(06) 65-74",66,"(3) some college","(10) some college, no degree","(1) white, non-hispanic","(1) male",2,"(08) $25,000 to $29,999","(1) married","(4) west","(1) owned or being bought by you or someone in your household",0,"(1) working - as a paid employee","(0) no","(3) democrat","(11) other Christian","(2) female","(1) white","(11) other christian",57,"(10) some college, no degree","(2) twice",56,56,"(2) we earned about the same amount","(2) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(1) yes","(2) no, we did not meet through the internet","(1) excellent",10
1179591,"(05) 55-64",59,"(2) high school","(09) high school graduate - high school diploma or the equivalent (ged)","(1) white, non-hispanic","(2) female",2,"(13) $60,000 to $74,999","(1) married","(1) northeast","(1) owned or being bought by you or someone in your household",0,"(2) working - self-employed","(1) yes","(1) republican","(03) Catholic","(1) male","(1) white","(03) catholic",64,"(09) hs graduate or ged","(1) once (this is my first marriage)",15,18,"(3) partner earned more","(2) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(1) yes","(2) no, we did not meet through the internet","(1) excellent",44
1180271,"(02) 25-34",27,"(3) some college","(10) some college, no degree","(1) white, non-hispanic","(2) female",5,"(19) $175,000 or more","(1) married","(3) south","(1) owned or being bought by you or someone in your household",2,"(2) working - self-employed","(1) yes","(1) republican","(13) None","(1) male","(1) white","(13) none",28,"(10) some college, no degree","(1) once (this is my first marriage)",16,17,"(1) i earned more","(1) yes","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(1) yes","(5) yes, an internet chat room","(3) fair",11
1183831,"(07) 75+",83,"(1) less than high school","(06) 10th grade","(1) white, non-hispanic","(2) female",2,"(12) $50,000 to $59,999","(1) married","(1) northeast","(1) owned or being bought by you or someone in your household",0,"(5) not working - retired","(0) no","(1) republican","(03) Catholic","(1) male","(1) white","(03) catholic",81,"(10) some college, no degree","(1) once (this is my first marriage)",18,18,"(2) we earned about the same amount","(2) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(1) yes","(2) no, we did not meet through the internet","(1) excellent",65
1184501,"(04) 45-54",50,"(4) bachelor's degree or higher","(12) bachelors degree","(1) white, non-hispanic","(1) male",4,"(16) $100,000 to $124,999","(1) married","(1) northeast","(1) owned or being bought by you or someone in your household",1,"(1) working - as a paid employee","(1) yes","(3) democrat","(03) Catholic","(2) female","(1) white","(03) catholic",48,"(12) bachelor's degree","(1) once (this is my first marriage)",18,23,"(3) partner earned more","(1) yes","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(1) yes","(0) no","(2) no, we did not meet through the internet","(2) good",32
1185644,"(05) 55-64",64,"(2) high school","(09) high school graduate - high school diploma or the equivalent (ged)","(5) 2+ races, non-hispanic","(1) male",1,"(06) $15,000 to $19,999","(4) separated","(2) midwest","(2) rented for cash",0,"(5) not working - retired","(0) no","(1) republican","(01) Baptist- any denomination","(2) female","(1) white","(01) baptist - any denomination",65,"(10) some college, no degree","(4) four or more times",42,43,"(3) partner earned more","(1) yes","(0) no","(0) no","(0) no","(0) no","(0) no","(1) yes","(0) no","(0) no","(0) no","(2) no, we did not meet through the internet","(1) excellent",22
1188821,"(07) 75+",82,"(1) less than high school","(08) 12th grade no diploma","(1) white, non-hispanic","(1) male",2,"(05) $12,500 to $14,999","(1) married","(4) west","(1) owned or being bought by you or someone in your household",0,"(5) not working - retired","(1) yes","(1) republican","(01) Baptist- any denomination","(2) female","(1) white","(01) baptist - any denomination",82,"(08) 12th grade no diploma","(2) twice",21,22,"(1) i earned more","(2) no","(0) no","(0) no","(0) no","(0) no","(0) no","(1) yes","(0) no","(0) no","(0) no","(2) no, we did not meet through the internet","(3) fair",61
1193586,"(05) 55-64",58,"(4) bachelor's degree or higher","(13) masters degree","(1) white, non-hispanic","(2) female",2,"(19) $175,000 or more","(6) living with partner","(4) west","(1) owned or being bought by you or someone in your household",0,"(1) working - as a paid employee","(1) yes","(3) democrat","(13) None","(2) female","(1) white","(13) none",60,"(06) 10th grade","(1) once (this is my first marriage)",51,53,"(1) i earned more","(1) yes","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(1) yes","(2) no, we did not meet through the internet","(2) good",7
1198411,"(03) 35-44",41,"(3) some college","(10) some college, no degree","(1) white, non-hispanic","(1) male",4,"(13) $60,000 to $74,999","(1) married","(3) south","(1) owned or being bought by you or someone in your household",2,"(4) not working - looking for work","(1) yes","(3) democrat","(03) Catholic","(2) female","(1) white","(03) catholic",39,"(09) hs graduate or ged","(1) once (this is my first marriage)",19,23,"(3) partner earned more","(1) yes","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(1) yes","(2) no, we did not meet through the internet","(3) fair",22
1199541,"(04) 45-54",54,"(1) less than high school","(05) 9th grade","(1) white, non-hispanic","(2) female",3,"(06) $15,000 to $19,999","(1) married","(1) northeast","(1) owned or being bought by you or someone in your household",0,"(6) not working - disabled","(0) no","(3) democrat","(03) Catholic","(1) male","(1) white","(03) catholic",56,"(09) hs graduate or ged","(1) once (this is my first marriage)",19,20,"(3) partner earned more","(1) yes","(0) no","(0) no","(0) no","(0) no","(0) no","(1) yes","(0) no","(0) no","(0) no","(2) no, we did not meet through the internet","(5) very poor",35
1200626,"(05) 55-64",62,"(4) bachelor's degree or higher","(13) masters degree","(1) white, non-hispanic","(1) male",2,"(16) $100,000 to $124,999","(6) living with partner","(1) northeast","(1) owned or being bought by you or someone in your household",0,"(1) working - as a paid employee","(1) yes","(3) democrat","(13) None","(1) male","(1) white","(03) catholic",73,"(13) master's degree","(1) once (this is my first marriage)",48,58,"(2) we earned about the same amount","(2) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(1) yes","(2) no, we did not meet through the internet","(1) excellent",14
